Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP,season
Wilfried Zaha,ci CIV,FW,Crystal Palace,25,1992,33.7,818,1081,75.7,11429,3051,507,603,84.1,227,277,81.9,43,69,62.3,5,4.8,5.1,0.2,54,59,64,8,141,18/19
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,22,1995,16.9,913,1048,87.1,13982,4366,493,526,93.7,345,400,86.3,49,65,75.4,0,0.2,0.5,-0.2,7,100,6,1,112,18/19
Davide Zappacosta,it ITA,DF,Chelsea,26,1992,1.4,74,91,81.3,964,281,46,53,86.8,21,23,91.3,3,5,60,0,0.1,0.2,-0.1,1,1,1,0,3,18/19
Oleksandr Zinchenko,ua UKR,DF,Manchester City,21,1996,12.8,1215,1352,89.9,17591,4096,721,771,93.5,378,417,90.6,63,85,74.1,3,1.5,1.5,1.5,12,125,23,6,95,18/19
Kenneth Zohore,dk DEN,FW,Cardiff City,24,1994,8.4,87,145,60,1073,204,52,74,70.3,20,32,62.5,4,5,80,1,1.1,1,-0.1,12,5,4,2,5,18/19
Kurt Zouma,fr FRA,DF,Everton,23,1994,29,1221,1467,83.2,23406,7869,476,537,88.6,545,626,87.1,171,252,67.9,2,0.4,0.6,1.6,6,65,4,0,105,18/19
Patrick van Aanholt,nl NED,DF,Crystal Palace,26,1990,24.3,884,1176,75.2,14197,6422,479,532,90,311,431,72.2,74,152,48.7,1,2.1,1.8,-1.1,18,63,28,6,92,17/18
Rolando Aarons,eng ENG,MFFW,Newcastle Utd,21,1995,1.5,29,44,65.9,376,77,24,30,80,2,5,40,2,3,66.7,0,0,0,0,0,2,1,1,3,17/18
Tammy Abraham,eng ENG,FW,Swansea City,19,1997,19.2,206,314,65.6,2754,557,123,173,71.1,56,89,62.9,10,22,45.5,1,1.6,0.8,-0.6,12,16,6,2,20,17/18
Charlie Adam,sct SCO,MF,Stoke City,31,1985,4.6,168,285,58.9,3889,1505,51,66,77.3,72,96,75,45,107,42.1,0,1.2,1.4,-1.2,6,28,7,4,30,17/18
Adrián,es ESP,GK,West Ham,30,1987,19,266,571,46.6,11798,10438,12,12,100,51,52,98.1,203,503,40.4,0,0,0.1,0,0,13,1,0,0,17/18
Ibrahim Afellay,nl NED,MF,Stoke City,31,1986,1.8,72,82,87.8,1326,256,29,32,90.6,35,39,89.7,6,8,75,0,0,0,0,0,6,0,0,4,17/18
Benik Afobe,cd COD,FW,Bournemouth,24,1993,6.8,113,154,73.4,1370,152,77,102,75.5,27,38,71.1,0,1,0,0,0.1,0.1,-0.1,2,8,2,0,9,17/18
Sergio Agüero,ar ARG,FW,Manchester City,29,1988,21.8,529,650,81.4,6018,1087,360,405,88.9,107,140,76.4,11,13,84.6,6,5.6,3.8,0.4,40,25,24,0,49,17/18
Nathan Aké,nl NED,DF,Bournemouth,22,1995,37.3,1344,1609,83.5,26293,11309,437,510,85.7,737,833,88.5,159,240,66.3,3,1.9,1.7,1.1,9,89,3,0,96,17/18
Marc Albrighton,eng ENG,MFFW,Leicester City,27,1989,28.2,771,1298,59.4,14418,5905,365,436,83.7,259,408,63.5,122,337,36.2,7,5.7,4.7,1.3,46,98,36,19,114,17/18
Toby Alderweireld,be BEL,DF,Tottenham,28,1989,13.1,793,931,85.2,18331,6712,176,188,93.6,459,496,92.5,153,236,64.8,0,0.1,0.4,-0.1,3,102,7,1,109,17/18
Trent Alexander-Arnold,eng ENG,DF,Liverpool,18,1998,17.5,963,1309,73.6,17689,5965,408,458,89.1,418,546,76.6,117,243,48.1,1,2.6,1.7,-1.6,25,76,25,6,94,17/18
Joe Allen,wls WAL,MF,Stoke City,27,1990,34.9,1114,1403,79.4,17666,5350,547,620,88.2,437,531,82.3,75,128,58.6,6,2.8,2.6,3.2,31,116,26,4,165,17/18
Dele Alli,eng ENG,MFFW,Tottenham,21,1996,32.9,985,1295,76.1,15174,4014,541,647,83.6,342,414,82.6,63,109,57.8,10,8.2,5.2,1.8,63,104,55,1,181,17/18
Marcos Alonso,es ESP,DFMF,Chelsea,26,1990,31.7,1333,1721,77.5,21762,6115,656,751,87.4,555,665,83.5,86,176,48.9,2,2.8,2.2,-0.8,34,55,26,11,103,17/18
Daniel Amartey,gh GHA,DF,Leicester City,22,1994,5.4,239,310,77.1,3859,1555,129,142,90.8,83,109,76.1,20,45,44.4,0,0,0.1,0,0,14,0,0,14,17/18
Ethan Ampadu,wls WAL,DF,Chelsea,16,2000,0.1,19,19,100,391,149,5,5,100,13,13,100,1,1,100,0,0,0,0,0,1,0,0,1,17/18
Nordin Amrabat,ma MAR,FW,Watford,30,1987,2.2,44,78,56.4,585,190,29,36,80.6,9,21,42.9,4,9,44.4,0,0.1,0.2,-0.1,3,4,3,2,7,17/18
Michail Antonio,jm JAM,FWMF,West Ham,27,1990,15,296,494,59.9,5256,1567,151,210,71.9,90,147,61.2,42,91,46.2,1,1,0.9,0,14,20,15,11,29,17/18
Scott Arfield,ca CAN,MFFW,Burnley,28,1988,14.8,247,367,67.3,3441,942,150,198,75.8,75,103,72.8,9,25,36,1,0.4,0.4,0.6,7,25,6,1,32,17/18
Marko Arnautović,at AUT,FWMF,West Ham,28,1989,25.7,505,757,66.7,6653,1499,312,399,78.2,138,220,62.7,18,58,31,6,4.3,4.2,1.7,35,26,17,4,52,17/18
Harry Arter,ie IRL,MF,Bournemouth,27,1989,10.7,513,592,86.7,9905,2945,175,194,90.2,275,300,91.7,58,88,65.9,0,0.2,0.4,-0.2,3,69,6,0,68,17/18
Christian Atsu,gh GHA,FWMF,Newcastle Utd,25,1992,19.8,359,513,70,4775,1436,220,256,85.9,95,148,64.2,14,38,36.8,2,2.6,2,-0.6,25,21,16,3,47,17/18
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,28,1989,11.7,225,337,66.8,2707,423,157,192,81.8,47,82,57.3,5,20,25,4,1.1,1.3,2.9,13,10,5,2,9,17/18
Serge Aurier,ci CIV,DF,Tottenham,24,1992,15.9,779,1035,75.3,12584,4253,398,474,84,322,419,76.8,49,98,50,2,2.6,1.3,-0.6,14,37,25,6,67,17/18
Charlie Austin,eng ENG,FW,Southampton,28,1989,11.5,168,250,67.2,2313,403,98,126,77.8,48,67,71.6,10,21,47.6,0,0.8,0.7,-0.8,4,20,0,0,18,17/18
André Ayew,gh GHA,MFFW,West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74,5,15,33.3,2,0.3,0.3,1.7,4,17,5,1,18,17/18
André Ayew,gh GHA,MFFW,Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,0.7,12,12,7,0,24,17/18
Jordan Ayew,gh GHA,FWMF,Swansea City,25,1991,31.7,700,887,78.9,9413,1239,420,486,86.4,201,256,78.5,30,58,51.7,2,2,1.6,0,16,33,21,2,50,17/18
César Azpilicueta,es ESP,DF,Chelsea,27,1989,37,2469,2924,84.4,42480,14966,1110,1198,92.7,1120,1277,87.7,187,340,55,6,4.8,5.1,1.2,31,215,38,14,240,17/18
Eric Bailly,ci CIV,DF,Manchester Utd,23,1994,11.1,368,428,86,6857,2226,126,139,90.6,197,211,93.4,35,57,61.4,0,0.2,0.2,-0.2,2,15,2,0,26,17/18
Leighton Baines,eng ENG,DF,Everton,32,1984,21.2,774,1009,76.7,12799,5667,397,438,90.6,298,369,80.8,61,140,43.6,3,1.9,2.3,1.1,24,71,21,9,84,17/18
Tiemoué Bakayoko,fr FRA,MF,Chelsea,22,1994,23.6,957,1116,85.8,14377,3737,511,571,89.5,326,377,86.5,58,76,76.3,2,1.2,0.9,0.8,16,88,9,1,123,17/18
Sam Baldock,eng ENG,FW,Brighton,28,1989,0.4,4,7,57.1,41,7,3,5,60,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,17/18
Beni Baningime,cd COD,MF,Everton,18,1998,2.2,67,82,81.7,1088,304,28,34,82.4,30,35,85.7,3,5,60,0,0,0,0,0,6,1,0,11,17/18
Phil Bardsley,sct SCO,DF,Burnley,32,1985,12.5,394,587,67.1,6906,3437,190,214,88.8,163,245,66.5,37,103,35.9,0,0.3,0.7,-0.3,5,55,13,7,53,17/18
Ross Barkley,eng ENG,MF,Chelsea,23,1993,1.4,39,53,73.6,560,96,23,28,82.1,9,13,69.2,3,6,50,0,0.1,0,-0.1,2,0,2,1,4,17/18
Ashley Barnes,eng ENG,FW,Burnley,27,1989,24.1,316,531,59.5,4207,996,193,282,68.4,101,161,62.7,6,33,18.2,0,1.6,1.8,-1.6,17,22,11,4,34,17/18
Harvey Barnes,eng ENG,MFFW,Leicester City,19,1997,0.1,6,7,85.7,84,16,4,4,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,2,17/18
Gareth Barry,eng ENG,MF,West Brom,36,1981,21.4,721,963,74.9,13209,4410,323,374,86.4,282,357,79,100,193,51.8,1,1.4,1.3,-0.4,17,113,15,3,126,17/18
Kyle Bartley,eng ENG,DF,Swansea City,26,1991,2.6,93,115,80.9,1796,686,32,37,86.5,51,57,89.5,9,18,50,0,0.3,0.2,-0.3,2,8,0,0,7,17/18
Michy Batshuayi,be BEL,FW,Chelsea,23,1993,4,67,97,69.1,767,100,41,50,82,12,21,57.1,3,5,60,1,0.1,0.1,0.9,1,2,1,0,8,17/18
Moritz Bauer,at AUT,DFMF,Stoke City,25,1992,14.5,293,465,63,5276,2454,136,168,81,100,158,63.3,47,107,43.9,0,0.9,1.1,-0.9,13,18,10,8,19,17/18
Jan Bednarek,pl POL,DF,Southampton,21,1996,4.7,139,193,72,2611,1037,51,53,96.2,72,95,75.8,16,42,38.1,0,0,0,0,0,11,0,0,14,17/18
Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38,693,1162,59.6,23636,18869,55,55,100,300,304,98.7,337,798,42.2,0,0,0,0,1,7,0,0,0,17/18
Héctor Bellerín,es ESP,DF,Arsenal,22,1995,33.9,1833,2193,83.6,27194,7214,1018,1118,91.1,705,814,86.6,61,116,52.6,3,3.9,5.1,-0.9,32,82,53,10,134,17/18
Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,1,24,38,63.2,478,89,7,10,70,12,16,75,5,10,50,0,0,0,0,0,0,0,0,1,17/18
Christian Benteke,be BEL,FW,Crystal Palace,26,1990,24.9,379,675,56.1,4993,1074,243,394,61.7,96,195,49.2,18,32,56.3,5,2.9,1.7,2.1,28,35,12,0,42,17/18
Saido Berahino,bi BDI,FW,Stoke City,23,1993,5.5,75,99,75.8,1078,138,42,52,80.8,27,34,79.4,3,5,60,1,0.6,0.3,0.4,3,3,3,1,9,17/18
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,26,1990,31.5,660,1027,64.3,11965,4451,308,382,80.6,214,313,68.4,107,259,41.3,8,4.7,5.1,3.3,67,40,30,16,75,17/18
Ryan Bertrand,eng ENG,DF,Southampton,27,1989,34.8,1476,1954,75.5,21055,8752,911,1022,89.1,444,594,74.7,71,195,36.4,4,3.1,3.3,0.9,36,130,42,11,174,17/18
Muhamed Bešić,ba BIH,MF,Everton,24,1992,0.5,27,28,96.4,526,84,12,12,100,10,10,100,5,6,83.3,0,0,0,0,1,1,1,0,2,17/18
Philip Billing,dk DEN,MF,Huddersfield,21,1996,8.5,285,394,72.3,4747,1279,142,168,84.5,107,140,76.4,25,62,40.3,0,0.5,0.4,-0.5,2,22,4,2,26,17/18
Mame Biram Diouf,sn SEN,FWDF,Stoke City,29,1987,28.8,347,630,55.1,4835,1503,213,320,66.6,108,201,53.7,10,38,26.3,2,1.9,0.9,0.1,20,26,7,2,43,17/18
Daley Blind,nl NED,DFMF,Manchester Utd,27,1990,4,220,274,80.3,3520,1332,120,132,90.9,74,92,80.4,22,43,51.2,0,0.2,0.6,-0.2,4,18,7,3,23,17/18
Jeremie Boga,ci CIV,MF,Chelsea,20,1997,0.2,4,4,100,33,7,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,17/18
Yannick Bolasie,cd COD,FW,Everton,28,1989,9.5,143,269,53.2,2088,555,84,119,70.6,42,85,49.4,9,34,26.5,0,0.7,0.4,-0.7,4,8,8,5,20,17/18
Gaëtan Bong,cm CMR,DF,Brighton,29,1988,24.8,728,1091,66.7,11534,5807,364,438,83.1,291,423,68.8,43,147,29.3,0,0.5,0.5,-0.5,9,69,7,5,85,17/18
Wilfried Bony,ci CIV,FW,Swansea City,28,1988,7.9,131,209,62.7,1637,308,92,124,74.2,31,53,58.5,3,4,75,0,0.2,0.2,-0.2,4,13,2,0,11,17/18
Sofiane Boufal,ma MAR,FWMF,Southampton,23,1993,13.5,431,580,74.3,6295,1617,250,302,82.8,123,164,75,32,60,53.3,2,1.8,1.8,0.2,21,37,24,3,76,17/18
Robbie Brady,ie IRL,MF,Burnley,25,1992,14.2,354,593,59.7,6916,2653,166,206,80.6,109,179,60.9,72,168,42.9,2,2.1,2.6,-0.1,26,39,18,6,54,17/18
Claudio Bravo,cl CHI,GK,Manchester City,34,1983,2.5,64,71,90.1,1601,1126,4,4,100,43,44,97.7,17,23,73.9,0,0,0,0,0,0,0,0,0,17/18
Miguel Britos,uy URU,DF,Watford,32,1985,8.9,318,401,79.3,6586,2637,96,110,87.3,172,195,88.2,49,84,58.3,0,0.4,0.7,-0.4,3,32,4,1,43,17/18
Leon Britton,eng ENG,MF,Swansea City,34,1982,3.4,127,138,92,2255,403,49,53,92.5,70,74,94.6,7,8,87.5,0,0,0,0,0,6,0,0,11,17/18
Izzy Brown,eng ENG,MFFW,Brighton,20,1997,3.5,93,139,66.9,1306,279,53,65,81.5,30,45,66.7,5,9,55.6,0,0.8,0.5,-0.8,6,8,4,2,9,17/18
Bruno,es ESP,DF,Brighton,36,1980,22.4,949,1220,77.8,16949,6723,446,492,90.7,371,460,80.7,116,215,54,0,0.6,1,-0.6,10,54,12,6,78,17/18
Chris Brunt,nir NIR,MFDF,West Brom,32,1984,21.3,733,1082,67.7,15546,6796,284,328,86.6,274,370,74.1,160,339,47.2,7,4.3,4.5,2.7,37,98,24,10,100,17/18
Oliver Burke,sct SCO,FWMF,West Brom,20,1997,4.1,114,151,75.5,1509,284,76,91,83.5,28,39,71.8,5,9,55.6,2,0.5,0.4,1.5,4,4,3,2,6,17/18
Jack Butland,eng ENG,GK,Stoke City,24,1993,35,643,1283,50.1,28682,25851,35,36,97.2,163,173,94.2,444,1062,41.8,0,0,0.1,0,1,54,0,0,0,17/18
Sam Byram,eng ENG,DFMF,West Ham,23,1993,2.8,73,123,59.3,1293,676,29,40,72.5,37,53,69.8,6,25,24,0,0.1,0.4,-0.1,2,12,5,3,14,17/18
Willy Caballero,ar ARG,GK,Chelsea,35,1981,3,73,100,73,1939,1484,17,18,94.4,32,33,97,23,46,50,0,0,0,0,0,0,0,0,0,17/18
Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,1118,1438,77.7,18909,7090,539,603,89.4,416,493,84.4,117,266,44,1,4.1,3.8,-3.1,42,124,18,0,138,17/18
Gary Cahill,eng ENG,DF,Chelsea,31,1985,23.2,1194,1347,88.6,21241,8087,458,492,93.1,615,673,91.4,91,133,68.4,0,0.1,0.2,-0.1,3,71,1,0,69,17/18
Dominic Calvert-Lewin,eng ENG,FW,Everton,20,1997,20.9,311,519,59.9,3729,901,198,302,65.6,63,112,56.3,11,24,45.8,6,2.6,1.3,3.4,20,13,12,6,27,17/18
Geoff Cameron,us USA,DFMF,Stoke City,32,1985,16.9,404,581,69.5,7362,3256,166,191,86.9,187,244,76.6,44,120,36.7,0,0.1,0.3,-0.1,6,39,3,0,48,17/18
Tyrese Campbell,eng ENG,FW,Stoke City,17,1999,0.9,10,20,50,129,47,6,12,50,4,6,66.7,0,0,,0,0,0,0,0,1,3,0,4,17/18
Emre Can,de GER,MF,Liverpool,23,1994,23.2,1338,1571,85.2,23098,5472,600,662,90.6,591,668,88.5,117,179,65.4,4,3,2.4,1,25,136,23,2,137,17/18
Étienne Capoue,fr FRA,MF,Watford,29,1988,17.1,723,883,81.9,12866,3380,342,390,87.7,271,320,84.7,91,135,67.4,0,0.6,1.2,-0.6,8,75,9,1,74,17/18
Michael Carrick,eng ENG,MF,Manchester Utd,36,1981,1.2,84,99,84.8,1602,837,40,41,97.6,29,29,100,14,25,56,0,0.1,0.2,-0.1,1,17,0,0,15,17/18
André Carrillo,pe PER,FWMF,Watford,26,1991,17.1,561,772,72.7,8091,2148,339,396,85.6,145,221,65.6,47,77,61,2,2.8,2.4,-0.8,20,40,24,8,72,17/18
Guido Carrillo,ar ARG,FW,Southampton,26,1991,5,81,124,65.3,936,171,54,74,73,17,27,63,2,3,66.7,1,0.4,0.5,0.6,4,3,3,0,8,17/18
Andy Carroll,eng ENG,FW,West Ham,28,1989,8.3,158,262,60.3,2741,519,74,114,64.9,64,100,64,14,29,48.3,0,0.5,0.3,-0.5,7,13,6,3,11,17/18
Tom Carroll,eng ENG,MF,Swansea City,25,1992,28.6,1235,1577,78.3,21581,7289,575,640,89.8,472,566,83.4,147,283,51.9,4,4.1,4.1,-0.1,47,161,31,8,179,17/18
Craig Cathcart,nir NIR,DF,Watford,28,1989,5.8,143,186,76.9,3103,1225,43,48,89.6,75,88,85.2,24,45,53.3,0,0,0,0,0,8,1,0,11,17/18
Petr Čech,cz CZE,GK,Arsenal,35,1982,33.8,749,1039,72.1,22106,16596,74,75,98.7,398,400,99.5,276,556,49.6,0,0,0,0,0,11,1,0,1,17/18
Nacer Chadli,be BEL,FWMF,West Brom,27,1989,2.9,54,77,70.1,617,122,32,40,80,15,21,71.4,1,5,20,0,0.1,0.1,-0.1,2,3,2,0,7,17/18
Nathaniel Chalobah,eng ENG,MF,Watford,22,1994,5,132,184,71.7,2235,836,61,76,80.3,51,67,76.1,12,28,42.9,0,0,0.1,0,1,18,1,0,22,17/18
Calum Chambers,eng ENG,DF,Arsenal,22,1995,9.6,521,630,82.7,9649,3313,203,228,89,257,298,86.2,54,84,64.3,0,0.1,0.2,-0.1,2,30,6,1,43,17/18
Ben Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,852,1199,71.1,13076,4494,446,533,83.7,306,429,71.3,60,136,44.1,2,2.4,2.4,-0.4,21,59,26,16,78,17/18
Hamza Choudhury,eng ENG,MFDF,Leicester City,19,1997,4.2,139,169,82.2,2428,830,65,72,90.3,53,60,88.3,16,27,59.3,1,0.4,0,0.6,1,21,0,0,16,17/18
Andreas Christensen,dk DEN,DF,Chelsea,21,1996,23.2,1263,1357,93.1,24630,8441,387,409,94.6,719,752,95.6,134,157,85.4,0,0.1,0.9,-0.1,4,62,2,0,76,17/18
Lee Chung-yong,kr KOR,FWMF,Crystal Palace,29,1988,1.5,58,77,75.3,711,152,37,39,94.9,15,24,62.5,2,6,33.3,0,0.1,0.1,-0.1,2,1,1,0,2,17/18
Ciaran Clark,ie IRL,DF,Newcastle Utd,27,1989,19.4,511,715,71.5,10211,4380,171,199,85.9,251,308,81.5,71,176,40.3,1,0.7,0.4,0.3,4,43,3,0,29,17/18
Tom Cleverley,eng ENG,MF,Watford,27,1989,21.1,964,1238,77.9,15750,4846,481,542,88.7,346,419,82.6,89,181,49.2,2,1.6,1.8,0.4,29,132,17,2,136,17/18
Sam Clucas,eng ENG,MF,Swansea City,26,1990,22.7,689,872,79,11783,2786,327,375,87.2,274,333,82.3,68,117,58.1,1,1.3,1.1,-0.3,15,46,3,1,61,17/18
Nathaniel Clyne,eng ENG,DFFW,Liverpool,26,1991,1.9,108,141,76.6,1751,558,58,65,89.2,37,52,71.2,9,13,69.2,0,0.1,0.1,-0.1,1,7,2,1,5,17/18
Séamus Coleman,ie IRL,DF,Everton,28,1988,11.5,369,516,71.5,5449,2296,217,252,86.1,121,178,68,18,55,32.7,1,0.7,0.5,0.3,7,30,7,1,44,17/18
James Collins,wls WAL,DF,West Ham,33,1983,11.7,283,389,72.8,6304,2774,74,82,90.2,148,185,80,61,118,51.7,0,0.2,0.2,-0.2,2,20,2,0,24,17/18
Lewis Cook,eng ENG,MF,Bournemouth,20,1997,24.9,989,1263,78.3,19152,6531,394,486,81.1,428,494,86.6,147,229,64.2,2,1.6,2.2,0.4,28,176,27,5,173,17/18
Steve Cook,eng ENG,DF,Bournemouth,26,1991,30.7,1029,1400,73.5,22531,9824,246,313,78.6,610,742,82.2,163,315,51.7,1,1,0.5,0,5,65,4,0,83,17/18
Francis Coquelin,fr FRA,MFDF,Arsenal,26,1991,1.9,79,96,82.3,1304,405,41,47,87.2,24,29,82.8,11,14,78.6,0,0.6,0,-0.6,1,8,1,0,11,17/18
Jack Cork,eng ENG,MF,Burnley,28,1989,38,1281,1608,79.7,21883,5582,583,680,85.7,499,597,83.6,136,208,65.4,1,1.1,1,-0.1,19,127,11,1,165,17/18
Thibaut Courtois,be BEL,GK,Chelsea,25,1992,35,903,1202,75.1,25829,17424,105,106,99.1,514,519,99,279,564,49.5,0,0,0,0,0,14,0,0,0,17/18
Philippe Coutinho,br BRA,MFFW,Liverpool,25,1992,12.3,566,758,74.7,10208,3685,246,287,85.7,231,288,80.2,73,134,54.5,6,4.7,4.7,1.3,40,99,44,7,145,17/18
Martin Cranie,eng ENG,DF,Huddersfield,30,1986,2,72,91,79.1,1561,536,16,19,84.2,45,51,88.2,11,20,55,0,0,0,0,0,5,0,0,1,17/18
Aaron Cresswell,eng ENG,DF,West Ham,27,1989,34.1,1204,1723,69.9,22518,9345,531,593,89.5,488,642,76,163,408,40,3,3.2,2.4,-0.2,34,135,21,10,128,17/18
Peter Crouch,eng ENG,FW,Stoke City,36,1981,17.4,375,643,58.3,4463,1102,282,447,63.1,68,122,55.7,9,16,56.3,2,2.8,1.9,-0.8,21,40,7,0,41,17/18
Josh Cullen,ie IRL,MF,West Ham,21,1996,0.1,3,4,75,21,7,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,17/18
Charlie Daniels,eng ENG,DFMF,Bournemouth,30,1986,33.4,1510,2024,74.6,25113,9646,778,915,85,604,780,77.4,109,253,43.1,3,2.2,1.7,0.8,30,124,30,7,155,17/18
Danilo,br BRA,DF,Manchester City,26,1991,15,1106,1255,88.1,17501,4137,581,613,94.8,437,484,90.3,62,102,60.8,2,0.2,0.8,1.8,5,79,14,1,89,17/18
Scott Dann,eng ENG,DF,Crystal Palace,30,1987,15.9,454,574,79.1,9072,3668,154,175,88,221,254,87,70,127,55.1,0,0.2,0.3,-0.2,5,30,2,0,42,17/18
Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,10,174,334,52.1,6615,5845,19,19,100,56,58,96.6,99,257,38.5,0,0,0,0,0,6,0,0,0,17/18
Matteo Darmian,it ITA,DF,Manchester Utd,27,1989,4.9,208,255,81.6,3066,995,107,117,91.5,68,82,82.9,15,28,53.6,0,0,0,0,1,12,0,0,16,17/18
Ben Davies,wls WAL,DF,Tottenham,24,1993,25.8,1305,1735,75.2,22704,8393,612,701,87.3,560,706,79.3,116,247,47,6,3.2,3.8,2.8,46,125,37,14,165,17/18
Tom Davies,eng ENG,MF,Everton,19,1998,21.1,547,715,76.5,8064,2003,298,347,85.9,174,223,78,33,67,49.3,1,0.6,1,0.4,10,45,13,1,62,17/18
Steven Davis,nir NIR,MF,Southampton,32,1985,16.9,886,1092,81.1,14571,4068,424,472,89.8,349,403,86.6,78,134,58.2,0,1.1,1.9,-1.1,18,101,20,3,129,17/18
Craig Dawson,eng ENG,DF,West Brom,27,1990,27.9,765,1114,68.7,14860,7328,314,385,81.6,318,420,75.7,117,253,46.2,0,1.2,1.1,-1.2,10,79,19,14,83,17/18
Kevin De Bruyne,be BEL,MF,Manchester City,26,1991,34.1,2351,3008,78.2,39772,11181,1154,1322,87.3,885,1090,81.2,221,376,58.8,16,11.1,11.7,4.9,105,258,119,11,388,17/18
Troy Deeney,eng ENG,FW,Watford,29,1988,20.5,309,552,56,4094,1303,207,330,62.7,69,127,54.3,15,29,51.7,2,2.8,2,-0.8,26,46,21,1,71,17/18
Jermain Defoe,eng ENG,FW,Bournemouth,34,1982,12.1,98,138,71,1340,208,65,87,74.7,25,34,73.5,6,6,100,1,1.1,1,-0.1,13,3,4,0,10,17/18
Steven Defour,be BEL,MF,Burnley,29,1988,22.2,865,1062,81.5,15646,4797,365,412,88.6,389,443,87.8,93,161,57.8,1,1.1,1.5,-0.1,19,89,25,10,117,17/18
Damien Delaney,ie IRL,DF,Crystal Palace,36,1981,1.1,30,38,78.9,517,401,15,15,100,10,13,76.9,3,7,42.9,0,0,0,0,0,1,0,0,0,17/18
Fabian Delph,eng ENG,DF,Manchester City,27,1989,19.3,1662,1801,92.3,24788,6068,977,1012,96.5,567,609,93.1,79,112,70.5,2,1.2,1.4,0.8,11,129,15,3,132,17/18
Mousa Dembélé,be BEL,MF,Tottenham,30,1987,20.9,1316,1429,92.1,21995,7009,625,668,93.6,592,630,94,81,97,83.5,0,0.7,1.1,-0.7,18,177,4,1,211,17/18
Laurent Depoitre,be BEL,FW,Huddersfield,28,1988,20.2,275,486,56.6,3620,526,146,247,59.1,85,150,56.7,11,17,64.7,1,1.4,0.4,-0.4,14,20,0,0,21,17/18
Mike van der Hoorn,nl NED,DF,Swansea City,24,1992,21.6,669,882,75.9,13736,5320,215,250,86,340,400,85,106,210,50.5,0,0.6,0.2,-0.6,5,42,4,3,41,17/18
Gerard Deulofeu,es ESP,FWMF,Watford,23,1994,4.8,110,160,68.8,1602,455,60,80,75,31,42,73.8,9,14,64.3,0,0.6,0.4,-0.6,11,12,5,1,13,17/18
Fousseni Diabaté,ml MLI,MFFW,Leicester City,21,1995,6.5,182,237,76.8,2441,602,105,127,82.7,58,75,77.3,7,11,63.6,1,0.3,0.6,0.7,7,9,7,3,18,17/18
Mohamed Diamé,sn SEN,MF,Newcastle Utd,30,1987,22.7,666,825,80.7,10938,3060,333,388,85.8,237,282,84,60,91,65.9,0,0.7,0.5,-0.7,13,64,7,1,81,17/18
Brahim Díaz,es ESP,FWDF,Manchester City,17,1999,0.6,25,29,86.2,326,45,16,17,94.1,8,10,80,0,0,,0,0,0,0,0,0,0,0,0,17/18
Eric Dier,eng ENG,MFDF,Tottenham,23,1994,31.4,1949,2285,85.3,38485,13081,670,747,89.7,1003,1107,90.6,251,358,70.1,2,1.7,2.7,0.3,15,221,25,4,213,17/18
Abdoulaye Doucouré,ml MLI,MF,Watford,24,1993,36.9,1885,2278,82.7,30698,7812,907,1054,86.1,787,897,87.7,132,193,68.4,3,2.3,2.9,0.7,40,152,30,3,222,17/18
Aleksandar Dragović,at AUT,DF,Leicester City,26,1991,8.5,301,361,83.4,6498,2286,81,95,85.3,160,184,87,54,72,75,0,0,0,0,0,18,0,0,27,17/18
Danny Drinkwater,eng ENG,MF,Chelsea,27,1990,5.9,331,389,85.1,5287,1189,173,192,90.1,119,133,89.5,28,36,77.8,0,0.3,0.8,-0.3,5,39,3,0,32,17/18
Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,12,203,348,58.3,6648,5297,24,24,100,93,94,98.9,86,230,37.4,0,0,0,0,0,7,0,0,0,17/18
Shane Duffy,ie IRL,DF,Brighton,25,1992,36.6,1045,1368,76.4,23174,7843,271,328,82.6,544,624,87.2,213,373,57.1,1,1.1,0.9,-0.1,8,35,3,2,39,17/18
Paul Dummett,wls WAL,DF,Newcastle Utd,25,1991,17.8,535,779,68.7,8906,4389,252,304,82.9,223,305,73.1,43,119,36.1,0,0.3,0.6,-0.3,6,50,7,3,57,17/18
